city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Colton,Colton,CA,California,6071,San Bernardino,6071,San Bernardino,34.0538,-117.3254,54828,1362,polygon,FALSE,TRUE,America/Los_Angeles,3,92324,1840105687
Santa Venetia,Santa Venetia,CA,California,6041,Marin,6041,Marin,38.0055,-122.5033,4924,521,polygon,FALSE,FALSE,America/Los_Angeles,3,94901 94903,1840113237
Loyalton,Loyalton,CA,California,6091,Sierra,6091,Sierra,39.6768,-120.2448,706,766,polygon,FALSE,TRUE,America/Los_Angeles,3,96118,1840011419
Camp Pendleton North,Camp Pendleton North,CA,California,6073,San Diego,6073,San Diego,33.3148,-117.3162,7443,324,polygon,TRUE,TRUE,America/Los_Angeles,3,92055 92058,1840111991
Red Bluff,Red Bluff,CA,California,6103,Tehama,6103,Tehama,40.1735,-122.2413,18709,729,polygon,FALSE,TRUE,America/Los_Angeles,3,96080,1840011441
Sattley,Sattley,CA,California,6091,Sierra,6091,Sierra,39.6265,-120.4357,57,10,polygon,FALSE,FALSE,America/Los_Angeles,3,96124,1840114650
Bell,Bell,CA,California,6037,Los Angeles,6037,Los Angeles,33.9801,-118.1798,35811,5531,polygon,FALSE,TRUE,America/Los_Angeles,2,90201,1840107286
Rough and Ready,Rough and Ready,CA,California,6057,Nevada,6057,Nevada,39.2341,-121.1381,786,95,polygon,FALSE,FALSE,America/Los_Angeles,3,95959 95975,1840117589
Tehama,Tehama,CA,California,6103,Tehama,6103,Tehama,40.0218,-122.1269,422,205,polygon,FALSE,TRUE,America/Los_Angeles,3,96090,1840107119
Clarksburg,Clarksburg,CA,California,6113,Yolo,6113,Yolo,38.4193,-121.5415,511,97,polygon,FALSE,FALSE,America/Los_Angeles,3,95612,1840114494
Caspar,Caspar,CA,California,6045,Mendocino,6045,Mendocino,39.3631,-123.8044,924,119,polygon,FALSE,FALSE,America/Los_Angeles,3,95460 95420,1840117528
Carnelian Bay,Carnelian Bay,CA,California,6061,Placer,6061,Placer,39.2348,-120.0766,438,130,polygon,FALSE,FALSE,America/Los_Angeles,3,95604 96140,1840117527
La Mirada,La Mirada,CA,California,6037,Los Angeles,6037,Los Angeles,33.9025,-118.0093,49095,2423,polygon,FALSE,TRUE,America/Los_Angeles,2,90638 90637 90639,1840105724
San Antonio Heights,San Antonio Heights,CA,California,6071,San Bernardino,6071,San Bernardino,34.1571,-117.6592,3092,507,polygon,FALSE,FALSE,America/Los_Angeles,3,91784,1840113205
Arcadia,Arcadia,CA,California,6037,Los Angeles,6037,Los Angeles,34.1342,-118.0373,58799,2078,polygon,FALSE,TRUE,America/Los_Angeles,2,91007 91006 91066 91077,1840105669
Lake Hughes,Lake Hughes,CA,California,6037,Los Angeles,6037,Los Angeles,34.6833,-118.4588,624,22,polygon,FALSE,FALSE,America/Los_Angeles,3,93532,1840114570
Frazier Park,Frazier Park,CA,California,6029,Kern,6029,Kern,34.8122,-118.9542,2440,185,polygon,FALSE,FALSE,America/Los_Angeles,3,93225,1840112288
San Joaquin,San Joaquin,CA,California,6019,Fresno,6019,Fresno,36.6057,-120.1897,4024,1303,polygon,FALSE,TRUE,America/Los_Angeles,3,93660,1840011452
Rancho Calaveras,Rancho Calaveras,CA,California,6009,Calaveras,6009,Calaveras,38.1248,-120.857,6437,296,polygon,FALSE,FALSE,America/Los_Angeles,3,95252,1840113101
Ben Lomond,Ben Lomond,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.0782,-122.0882,6923,319,polygon,FALSE,FALSE,America/Los_Angeles,3,95005 95018,1840111876
Litchfield,Litchfield,CA,California,6035,Lassen,6035,Lassen,40.3876,-120.3809,152,14,polygon,FALSE,FALSE,America/Los_Angeles,3,96117,1840117558
Porterville,Porterville,CA,California,6107,Tulare,6107,Tulare,36.0644,-119.0338,76729,1224,polygon,FALSE,TRUE,America/Los_Angeles,3,93257,1840105751
Templeton,Templeton,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.556,-120.7182,7989,390,polygon,FALSE,FALSE,America/Los_Angeles,3,93446 93465,1840113557
Earlimart,Earlimart,CA,California,6107,Tulare,6107,Tulare,35.8824,-119.2715,8824,1618,polygon,FALSE,FALSE,America/Los_Angeles,3,93219,1840112701
Salmon Creek,Salmon Creek,CA,California,6097,Sonoma,6097,Sonoma,38.3463,-123.0595,49,16,polygon,FALSE,FALSE,America/Los_Angeles,3,94923,1840114644
Vista Santa Rosa,Vista Santa Rosa,CA,California,6065,Riverside,6065,Riverside,33.6227,-116.2126,3318,79,polygon,FALSE,FALSE,America/Los_Angeles,3,92274 92236,1840114694
Bluewater,Bluewater,CA,California,6071,San Bernardino,6071,San Bernardino,34.176,-114.264,178,65,polygon,FALSE,FALSE,America/Los_Angeles,3,92242,1840111917
Loomis,Loomis,CA,California,6061,Placer,6061,Placer,38.8093,-121.1955,6809,361,polygon,FALSE,TRUE,America/Los_Angeles,3,95650,1840011417
Oak Glen,Oak Glen,CA,California,6071,San Bernardino,6071,San Bernardino,34.0448,-116.9497,439,11,polygon,FALSE,FALSE,America/Los_Angeles,3,92399,1840114618
Lemon Grove,Lemon Grove,CA,California,6073,San Diego,6073,San Diego,32.7331,-117.0344,27108,2698,polygon,FALSE,TRUE,America/Los_Angeles,2,91945 91946,1840107558
Challenge-Brownsville,Challenge-Brownsville,CA,California,6115,Yuba,6115,Yuba,39.4646,-121.2632,837,33,polygon,FALSE,TRUE,America/Los_Angeles,3,95925 95919,1840112050
Stevenson Ranch,Stevenson Ranch,CA,California,6037,Los Angeles,6037,Los Angeles,34.3894,-118.5885,19666,1194,polygon,FALSE,TRUE,America/Los_Angeles,3,91381,1840114670
Coffee Creek,Coffee Creek,CA,California,6105,Trinity,6105,Trinity,41.0802,-122.7136,298,9,polygon,FALSE,FALSE,America/Los_Angeles,3,96091,1840114497
Ruth,Ruth,CA,California,6105,Trinity,6105,Trinity,40.2943,-123.3483,214,2,polygon,FALSE,FALSE,America/Los_Angeles,3,95552,1840117591
Summerland,Summerland,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.4255,-119.5893,1108,215,polygon,FALSE,FALSE,America/Los_Angeles,3,93013 93067 93108,1840113511
Franklin,Franklin,CA,California,6047,Merced,6047,Merced,37.3277,-120.5321,7471,1429,polygon,FALSE,TRUE,America/Los_Angeles,3,95348,1840114536
Orangevale,Orangevale,CA,California,6067,Sacramento,6067,Sacramento,38.688,-121.2208,34467,1161,polygon,FALSE,FALSE,America/Los_Angeles,3,95662,1840112971
Big Pine,Big Pine,CA,California,6027,Inyo,6027,Inyo,37.1655,-118.2951,1605,209,polygon,FALSE,FALSE,America/Los_Angeles,3,93513,1840111892
Matheny,Matheny,CA,California,6107,Tulare,6107,Tulare,36.1707,-119.3516,1221,1100,polygon,FALSE,TRUE,America/Los_Angeles,3,93274,1840116492
Ukiah,Ukiah,CA,California,6045,Mendocino,6045,Mendocino,39.1463,-123.2105,29637,1294,polygon,FALSE,TRUE,America/Los_Angeles,3,95482 95418,1840011479
Olivehurst,Olivehurst,CA,California,6115,Yuba,6115,Yuba,39.0817,-121.5549,13500,698,polygon,FALSE,FALSE,America/Los_Angeles,3,95961,1840112964
Redlands,Redlands,CA,California,6071,San Bernardino,6071,San Bernardino,34.0511,-117.1712,71554,770,polygon,FALSE,TRUE,America/Los_Angeles,3,92373 92374 92346 92375,1840011131
Laguna Hills,Laguna Hills,CA,California,6059,Orange,6059,Orange,33.592,-117.6992,31318,1831,polygon,FALSE,TRUE,America/Los_Angeles,3,92653,1840107946
Shelter Cove,Shelter Cove,CA,California,6023,Humboldt,6023,Humboldt,40.0389,-124.0558,477,31,polygon,FALSE,FALSE,America/Los_Angeles,3,95589,1840117196
West Menlo Park,West Menlo Park,CA,California,6081,San Mateo,6081,San Mateo,37.4338,-122.2034,3744,2969,polygon,FALSE,FALSE,America/Los_Angeles,2,94025,1840113394
Martell,Martell,CA,California,6005,Amador,6005,Amador,38.3623,-120.8039,298,48,polygon,FALSE,FALSE,America/Los_Angeles,3,95685 95642 95654,1840114592
Rocklin,Rocklin,CA,California,6061,Placer,6061,Placer,38.8075,-121.2488,64838,1263,polygon,FALSE,TRUE,America/Los_Angeles,3,95677 95765,1840011445
Grangeville,Grangeville,CA,California,6031,Kings,6031,Kings,36.3439,-119.7074,547,330,polygon,FALSE,FALSE,America/Los_Angeles,3,93230,1840117543
South San Francisco,South San Francisco,CA,California,6081,San Mateo,6081,San Mateo,37.6536,-122.4197,67429,2822,polygon,FALSE,TRUE,America/Los_Angeles,2,94080 94128 94083,1840011474
Hercules,Hercules,CA,California,6013,Contra Costa,6013,Contra Costa,38.0064,-122.2564,25545,1538,polygon,FALSE,TRUE,America/Los_Angeles,3,94547 94553,1840106576
North Auburn,North Auburn,CA,California,6061,Placer,6061,Placer,38.9306,-121.0821,13395,664,polygon,FALSE,FALSE,America/Los_Angeles,3,95603 95602,1840112916
Redwood City,Redwood City,CA,California,6081,San Mateo,6081,San Mateo,37.5026,-122.2252,86685,1737,polygon,FALSE,TRUE,America/Los_Angeles,3,94065 94062 94063 94061 94064,1840011443
Sutter Creek,Sutter Creek,CA,California,6005,Amador,6005,Amador,38.3827,-120.8107,2575,368,polygon,FALSE,TRUE,America/Los_Angeles,3,95685,1840011476
Dos Palos Y,Dos Palos Y,CA,California,6047,Merced,6047,Merced,37.0468,-120.6395,279,68,polygon,FALSE,FALSE,America/Los_Angeles,3,93620,1840114518
Dixon,Dixon,CA,California,6095,Solano,6095,Solano,38.4467,-121.825,20304,1094,polygon,FALSE,TRUE,America/Los_Angeles,3,95620,1840105879
Homeland,Homeland,CA,California,6065,Riverside,6065,Riverside,33.7459,-117.1132,7471,675,polygon,FALSE,FALSE,America/Los_Angeles,3,92548,1840112421
Lee Vining,Lee Vining,CA,California,6051,Mono,6051,Mono,37.9547,-119.1221,102,7,polygon,FALSE,FALSE,America/Los_Angeles,3,93541,1840114574
Catheys Valley,Catheys Valley,CA,California,6043,Mariposa,6043,Mariposa,37.4371,-120.0936,774,12,polygon,FALSE,FALSE,America/Los_Angeles,3,95306,1840114488
Dutch Flat,Dutch Flat,CA,California,6061,Placer,6061,Placer,39.208,-120.8345,165,107,polygon,FALSE,FALSE,America/Los_Angeles,3,95714,1840117536
Cabazon,Cabazon,CA,California,6065,Riverside,6065,Riverside,33.9127,-116.7828,3928,311,polygon,FALSE,FALSE,America/Los_Angeles,3,92230,1840111981
Tennant,Tennant,CA,California,6093,Siskiyou,6093,Siskiyou,41.5818,-121.9148,30,47,polygon,FALSE,FALSE,America/Los_Angeles,3,96058,1840113559
Linnell Camp,Linnell Camp,CA,California,6107,Tulare,6107,Tulare,36.3089,-119.2225,865,2851,polygon,FALSE,TRUE,America/Los_Angeles,2,93292,1840116490
Vallecito,Vallecito,CA,California,6009,Calaveras,6009,Calaveras,38.074,-120.4563,330,14,polygon,FALSE,FALSE,America/Los_Angeles,3,95251,1840113337
Garden Grove,Garden Grove,CA,California,6059,Orange,6059,Orange,33.7787,-117.9601,174226,3746,polygon,FALSE,TRUE,America/Los_Angeles,2,92844 92843 92840 92841 92845 92842 92846,1840107436
Fremont,Fremont,CA,California,6001,Alameda,6001,Alameda,37.5265,-121.9852,234962,1171,polygon,FALSE,TRUE,America/Los_Angeles,2,94536 94538 94539 94555 94537,1840011403
Fruitdale,Fruitdale,CA,California,6085,Santa Clara,6085,Santa Clara,37.3117,-121.9357,888,1279,polygon,FALSE,FALSE,America/Los_Angeles,3,95128,1840112298
Lathrop,Lathrop,CA,California,6077,San Joaquin,6077,San Joaquin,37.809,-121.313,22781,444,polygon,FALSE,TRUE,America/Los_Angeles,3,95330 95231,1840106676
Blairsden,Blairsden,CA,California,6063,Plumas,6063,Plumas,39.7752,-120.6109,36,25,polygon,FALSE,FALSE,America/Los_Angeles,3,96103,1840111910
Coalinga,Coalinga,CA,California,6019,Fresno,6019,Fresno,36.1432,-120.3266,15915,970,polygon,FALSE,TRUE,America/Los_Angeles,3,93210,1840105686
Garden Acres,Garden Acres,CA,California,6077,San Joaquin,6077,San Joaquin,37.9637,-121.2296,10931,1633,polygon,FALSE,FALSE,America/Los_Angeles,3,95215,1840112306
Coulterville,Coulterville,CA,California,6043,Mariposa,6043,Mariposa,37.7106,-120.1991,85,7,polygon,FALSE,FALSE,America/Los_Angeles,3,95311,1840114504
Moreno Valley,Moreno Valley,CA,California,6065,Riverside,6065,Riverside,33.9244,-117.2045,207226,1560,polygon,FALSE,TRUE,America/Los_Angeles,2,92551 92553 92555 92557 92552 92554 92556,1840107951
East Nicolaus,East Nicolaus,CA,California,6101,Sutter,6101,Sutter,38.91,-121.5443,236,19,polygon,FALSE,FALSE,America/Los_Angeles,3,95659,1840114524
Lakeland Village,Lakeland Village,CA,California,6065,Riverside,6065,Riverside,33.648,-117.3706,13343,586,polygon,FALSE,FALSE,America/Los_Angeles,3,92530,1840112572
West Rancho Dominguez,West Rancho Dominguez,CA,California,6037,Los Angeles,6037,Los Angeles,33.9057,-118.2682,23537,2287,polygon,FALSE,FALSE,America/Los_Angeles,2,90248 90061 90059 90220,1840113387
Pala,Pala,CA,California,6073,San Diego,6073,San Diego,33.3617,-117.0696,977,90,polygon,FALSE,FALSE,America/Los_Angeles,3,92059,1840107673
Plumas Lake,Plumas Lake,CA,California,6115,Yuba,6115,Yuba,38.9924,-121.558,6976,321,polygon,FALSE,FALSE,America/Los_Angeles,3,95961,1840114636
Atascadero,Atascadero,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.4827,-120.6858,30418,450,polygon,FALSE,TRUE,America/Los_Angeles,3,93422 93423,1840107267
California City,California City,CA,California,6029,Kern,6029,Kern,35.1578,-117.872,10794,26,polygon,FALSE,TRUE,America/Los_Angeles,3,93505 93504,1840107330
Trinidad,Trinidad,CA,California,6023,Humboldt,6023,Humboldt,41.0589,-124.1434,360,286,polygon,FALSE,TRUE,America/Los_Angeles,3,95570,1840107145
Benicia,Benicia,CA,California,6095,Solano,6095,Solano,38.0704,-122.1541,28343,847,polygon,FALSE,TRUE,America/Los_Angeles,3,94510,1840011378
Knights Landing,Knights Landing,CA,California,6113,Yolo,6113,Yolo,38.7979,-121.7176,1028,791,polygon,FALSE,FALSE,America/Los_Angeles,3,95645,1840114567
French Gulch,French Gulch,CA,California,6089,Shasta,6089,Shasta,40.7166,-122.6311,474,14,polygon,FALSE,FALSE,America/Los_Angeles,3,96033 96095,1840112293
Mount Laguna,Mount Laguna,CA,California,6073,San Diego,6073,San Diego,32.8711,-116.4247,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,91948,1840117569
Paradise Park,Paradise Park,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.0063,-122.0425,521,723,polygon,FALSE,FALSE,America/Los_Angeles,3,95060,1840114625
Nuevo,Nuevo,CA,California,6065,Riverside,6065,Riverside,33.8011,-117.1415,7017,400,polygon,FALSE,FALSE,America/Los_Angeles,3,92567,1840112938
Solana Beach,Solana Beach,CA,California,6073,San Diego,6073,San Diego,32.9942,-117.2575,13444,1521,polygon,FALSE,TRUE,America/Los_Angeles,3,92075 92014,1840106191
Oak Shores,Oak Shores,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.7624,-120.9817,305,23,polygon,FALSE,TRUE,America/Los_Angeles,3,93426,1840114620
Ladera,Ladera,CA,California,6081,San Mateo,6081,San Mateo,37.3996,-122.1991,1553,1315,polygon,FALSE,FALSE,America/Los_Angeles,3,94028,1840117552
Millbrae,Millbrae,CA,California,6081,San Mateo,6081,San Mateo,37.5994,-122.4024,22718,2697,polygon,FALSE,TRUE,America/Los_Angeles,2,94030,1840107044
Culver City,Culver City,CA,California,6037,Los Angeles,6037,Los Angeles,34.0058,-118.3968,39283,2967,polygon,FALSE,TRUE,America/Los_Angeles,2,90232 90230 90231 90233,1840105694
Castroville,Castroville,CA,California,6053,Monterey,6053,Monterey,36.765,-121.7535,6689,2527,polygon,FALSE,FALSE,America/Los_Angeles,2,95012,1840112030
Delft Colony,Delft Colony,CA,California,6107,Tulare,6107,Tulare,36.512,-119.4465,349,2052,polygon,FALSE,FALSE,America/Los_Angeles,2,93618,1840116482
Chico,Chico,CA,California,6007,Butte,6007,Butte,39.7575,-121.8152,106268,1076,polygon,FALSE,TRUE,America/Los_Angeles,2,95973 95926 95928 95927 95929 95976,1840105840
El Cajon,El Cajon,CA,California,6073,San Diego,6073,San Diego,32.8017,-116.9604,103894,2769,polygon,FALSE,TRUE,America/Los_Angeles,2,92020 92021 92019,1840105699
Rio Oso,Rio Oso,CA,California,6101,Sutter,6101,Sutter,38.9518,-121.531,421,24,polygon,FALSE,FALSE,America/Los_Angeles,3,95674,1840114640
Crescent City,Crescent City,CA,California,6015,Del Norte,6015,Del Norte,41.7727,-124.1902,15886,1258,polygon,FALSE,TRUE,America/Los_Angeles,3,95531 95532,1840011388
Truckee,Truckee,CA,California,6057,Nevada,6057,Nevada,39.3454,-120.1848,12418,197,polygon,FALSE,TRUE,America/Los_Angeles,3,96161 96160,1840107941
Greenfield,Greenfield,CA,California,6053,Monterey,6053,Monterey,36.3232,-121.2451,17647,3166,polygon,FALSE,TRUE,America/Los_Angeles,2,93927,1840107455
Martinez,Martinez,CA,California,6013,Contra Costa,6013,Contra Costa,37.9985,-122.116,38373,1172,polygon,FALSE,TRUE,America/Los_Angeles,3,94553,1840011421
South Monrovia Island,South Monrovia Island,CA,California,6037,Los Angeles,6037,Los Angeles,34.1234,-117.9958,6989,4919,polygon,FALSE,TRUE,America/Los_Angeles,2,91016 91010,1840117852
Port Hueneme,Port Hueneme,CA,California,6111,Ventura,6111,Ventura,34.1617,-119.2036,22327,1947,polygon,FALSE,TRUE,America/Los_Angeles,3,93041 93043 93044,1840105750
Fieldbrook,Fieldbrook,CA,California,6023,Humboldt,6023,Humboldt,40.9723,-124.025,865,31,polygon,FALSE,FALSE,America/Los_Angeles,3,95519,1840117190
Ontario,Ontario,CA,California,6071,San Bernardino,6071,San Bernardino,34.0393,-117.6064,175841,1358,polygon,FALSE,TRUE,America/Los_Angeles,2,91762 91761 91764 91743 91758,1840105739
McClenney Tract,McClenney Tract,CA,California,6107,Tulare,6107,Tulare,35.822,-118.6478,27,16,polygon,FALSE,TRUE,America/Los_Angeles,3,93260,1840116491
Castro Valley,Castro Valley,CA,California,6001,Alameda,6001,Alameda,37.7092,-122.0632,63625,1480,polygon,FALSE,FALSE,America/Los_Angeles,3,94546 94552 94578,1840112029
Murrieta,Murrieta,CA,California,6065,Riverside,6065,Riverside,33.572,-117.1909,483681,1301,polygon,FALSE,TRUE,America/Los_Angeles,2,92563 92562,1840107948
Gasquet,Gasquet,CA,California,6015,Del Norte,6015,Del Norte,41.8429,-123.9733,955,77,polygon,FALSE,FALSE,America/Los_Angeles,3,95543,1840117191
Pittsburg,Pittsburg,CA,California,6013,Contra Costa,6013,Contra Costa,38.0185,-121.897,72141,1606,polygon,FALSE,TRUE,America/Los_Angeles,3,94565,1840107054
Hopland,Hopland,CA,California,6045,Mendocino,6045,Mendocino,38.9691,-123.1173,914,100,polygon,FALSE,FALSE,America/Los_Angeles,3,95449,1840117548
La Puente,La Puente,CA,California,6037,Los Angeles,6037,Los Angeles,34.0323,-117.9533,40322,4475,polygon,FALSE,TRUE,America/Los_Angeles,2,91746 91744 91747 91749,1840107542
Hacienda Heights,Hacienda Heights,CA,California,6037,Los Angeles,6037,Los Angeles,33.997,-117.9728,54155,1870,polygon,FALSE,FALSE,America/Los_Angeles,3,91745 91716,1840112371
Montalvin Manor,Montalvin Manor,CA,California,6013,Contra Costa,6013,Contra Costa,37.9977,-122.33,2800,3363,polygon,FALSE,TRUE,America/Los_Angeles,2,94806,1840114605
Taylorsville,Taylorsville,CA,California,6063,Plumas,6063,Plumas,40.0587,-120.8386,264,31,polygon,FALSE,FALSE,America/Los_Angeles,3,95983,1840113553
Bradbury,Bradbury,CA,California,6037,Los Angeles,6037,Los Angeles,34.1536,-117.9684,1093,215,polygon,FALSE,TRUE,America/Los_Angeles,3,91008,1840107304
Cudahy,Cudahy,CA,California,6037,Los Angeles,6037,Los Angeles,33.9631,-118.183,24076,7905,polygon,FALSE,TRUE,America/Los_Angeles,2,90201 90096,1840105693
Grass Valley,Grass Valley,CA,California,6057,Nevada,6057,Nevada,39.2237,-121.0521,34650,955,polygon,FALSE,TRUE,America/Los_Angeles,3,95945,1840011406
Big River,Big River,CA,California,6071,San Bernardino,6071,San Bernardino,34.1393,-114.3604,1031,36,polygon,FALSE,FALSE,America/Los_Angeles,3,92242,1840111893
Myrtletown,Myrtletown,CA,California,6023,Humboldt,6023,Humboldt,40.7888,-124.1286,5145,946,polygon,FALSE,FALSE,America/Los_Angeles,3,95503 95501,1840112883
Markleeville,Markleeville,CA,California,6003,Alpine,6003,Alpine,38.684,-119.8226,190,11,polygon,FALSE,FALSE,America/Los_Angeles,3,96120,1840112217
South Oroville,South Oroville,CA,California,6007,Butte,6007,Butte,39.4767,-121.5439,3062,444,polygon,FALSE,FALSE,America/Los_Angeles,3,95966,1840112765
Palos Verdes Estates,Palos Verdes Estates,CA,California,6037,Los Angeles,6037,Los Angeles,33.7871,-118.3976,13544,1095,polygon,FALSE,TRUE,America/Los_Angeles,3,90274,1840105745
Monterey Park Tract,Monterey Park Tract,CA,California,6099,Stanislaus,6099,Stanislaus,37.5268,-121.0115,284,2320,polygon,FALSE,TRUE,America/Los_Angeles,2,95307,1840117566
Janesville,Janesville,CA,California,6035,Lassen,6035,Lassen,40.2809,-120.5335,1298,38,polygon,FALSE,FALSE,America/Los_Angeles,3,96114,1840117193
Denair,Denair,CA,California,6099,Stanislaus,6099,Stanislaus,37.5262,-120.7994,4988,923,polygon,FALSE,FALSE,America/Los_Angeles,3,95316,1840112662
Orinda,Orinda,CA,California,6013,Contra Costa,6013,Contra Costa,37.8808,-122.179,19730,592,polygon,FALSE,TRUE,America/Los_Angeles,3,94563,1840106835
Huron,Huron,CA,California,6019,Fresno,6019,Fresno,36.204,-120.0961,7311,1774,polygon,FALSE,TRUE,America/Los_Angeles,3,93234,1840105718
Rainbow,Rainbow,CA,California,6073,San Diego,6073,San Diego,33.4098,-117.1394,2041,71,polygon,FALSE,FALSE,America/Los_Angeles,3,92028,1840113090
Ridgemark,Ridgemark,CA,California,6069,San Benito,6069,San Benito,36.8083,-121.3623,3020,453,polygon,FALSE,FALSE,America/Los_Angeles,3,95023,1840113134
Citrus Heights,Citrus Heights,CA,California,6067,Sacramento,6067,Sacramento,38.6948,-121.288,87931,2386,polygon,FALSE,TRUE,America/Los_Angeles,2,95621 95610 95611,1840105842
Lake of the Woods,Lake of the Woods,CA,California,6029,Kern,6029,Kern,34.8226,-119.0027,1260,138,polygon,FALSE,FALSE,America/Los_Angeles,3,93225,1840112560
Oak View,Oak View,CA,California,6111,Ventura,6111,Ventura,34.399,-119.2976,4472,880,polygon,FALSE,FALSE,America/Los_Angeles,3,93022,1840112944
South Dos Palos,South Dos Palos,CA,California,6047,Merced,6047,Merced,36.9707,-120.6467,2201,553,polygon,FALSE,FALSE,America/Los_Angeles,3,93620 93665,1840112759
